textID,text,selected_text,sentiment
505e65fdd7,rblpnBro  Not quite where I need to be here ... sad but true. Soon however all will be WELL  6wks ? http://blip.fm/~5z4ve,... sad but true.,negative
786cd7166a,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral
35b70a2a83, So sorry to hear your terrible news   Thinking of you all x,So sorry to hear your terrible news,negative
fa34015970,_aguirre Now I wish I was going,I wish,positive
dfeadc340d,"blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost","blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",neutral
23bab748bf, the script are amaaazing! Rusty halo and i`m yours are my favourites,the script are amaaazing!,positive
07bdcb63db,spent all morning watching Eddie Izzard`s Glorious! SO funny... realli shud hav studied thou...,SO funny..,positive
c4f3bed628,trying to get into the groove of studying  heeelllppppp meeeeeeee,trying to get into the groove of studying  heeelllppppp meeeeeeee,neutral
e6bb7b3a91, Hi Sharon Missed you on our x factor last year!!  Come Back!! x,Come Back!!,positive
4b0b800393, haha I just playing,haha I just playing,neutral
526e7edf15," Yeah, but George says something with his words. Otherwise its just..... jiberish junk... love, joy,happy ahh see how nice",ahh see how nice,positive
ee0ce21fd3,doing the andy dance  the one on fonzie gomez show ;) haha,doing the andy dance  the one on fonzie gomez show ;) haha,neutral
0b3f36bf93, ! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lol,! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lo,neutral
52a2a82744,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,pathetic.,negative
3706116a65,always makes bad decisions,always makes bad decisions,negative
e999df98cc, They should add Dunkin Donuts to their menu too.,They should add Dunkin Donuts to their menu too.,neutral
e1943d424b,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?,neutral
0dc68d825f,LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a lot... http://bit.ly/A0pyr,LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a,neutral
b57e3fc473,Off to the gym by myself!  no fun!,no fun!,negative
d10467dde7," yes! fb, ah i miss you",miss,negative
135d15e99b,"very much disappointed with the angels and demons movie  shame, it was a great book","very much disappointed with the angels and demons movie  shame, it was a great book",neutral
2abfdd61fe,(sigh) guess we`re not gonna meet up today.,sigh),negative
88e5d5ec99, that is really brilliant!,that is really brilliant!,positive
086dc860e2,Had such a great weekend! Glad it`s sunny out today,great,positive
2a9456741d," it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.","it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.",neutral
b577fb522c,The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,aaaaaaaaaamazing,positive
f17bce53be,"Going to bed. Today was another good, if uneventful day.","good,",positive
3cc85b8399, http://twitpic.com/4vvou - Ok...I LOVE IT!! Melika come on do your make-up like this next time we go out,LOVE,positive
85ed5b9cf7,Legs are hurting because I was standing up all day.,Legs are hurting because I was standing up all day.,negative
3d8fc11374,Watching Scrubs season 2. Oh I`m gonna miss that show,miss,negative
4f15595ce8,My throat hurts,My throat hurts,negative
503c7fc13f, i know. i need to get their cd somewhere.. hopefully they sell it here in finland.,hopefully,positive
63bc38e0c8,"**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard","**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",neutral
38bec1e450,RIP Robin from the Washington Park library,RIP Robin,negative
4743167f21,Gotta TeraByte  of space to store movies,Gotta TeraByte  of space to store movies,neutral
6d2e8a4d40," Yep, I`m more of a facebook person  http://bit.ly/duFAz","Yep, I`m more of a facebook person  http://bit.ly/duFAz",neutral
b90a68e78d," Hmm... it`s a miracle you`re using twitter, and it`s fun... so... Tweet!",it`s fun.,positive
9ee6653c95," ew, i used to get 'suicides' in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.","i think i remember enjoying it, too.",positive
b226418d26,I wanna go to the Borgata tonight if Rich is playing.,I wanna go to the Borgata tonight if Rich is playing.,neutral
b10a1a1fa1,i DID argue with byron because he said im fat,argue,negative
5eb5c6cc2c, won`t anyone give poor ernie reyes jr a break?,poor,negative
1dc2c32163,There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,something wrong wi,negative
49da9e138d,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!,neutral
06e9fdc221,Friday is not treating me well so far.,not treating me well so far.,negative
61942aeba7, i posted it! let me know what you think? theres a really cute cut out in the back too.,theres a really cute cut out,positive
dd5c0c0dac,Long to-do list. Little desire to do it all.,Little desire to do it all.,negative
63cda6d23d,LOOPJAZZ  yess!!! ez most bejï¿½n,LOOPJAZZ  yess!!! ez most bejï¿½n,neutral
37da1cbb47,  follow?,follow?,neutral
0b7292bb4b,I have found the best songd to have stuck in my head are relient k songs...I know every word and can finish them,best,positive
7163807e51,", you make baby jeebus cry",cry,negative
41806c173a,My home made red velvet cupcakes were pretty **** good! now to master the frosting... goodnight!,My home made red velvet cupcakes were pretty **** good! now to master the frosting... goodnight!,positive
8a31e41883," I have a question for you, Ali.","I have a question for you, Ali.",neutral
3bf7a25c9b,Happy Mothers Day!!!  <3,Happy Mothers Day!!!,positive
308c0d40e8,"  Me to, oh well maybe one day","Me to, oh well maybe one day",neutral
44572fb7cd,you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,what`s worse...,negative
0583c78cc1,Congratulation`s to phil packer on completing the london marathon  x a shining example to us all x,Congratulation`s,positive
898aaa09ad," I`d help you if I weren`t poorer than you lol! I`m mexican living in .mx, which automatically makes me 13 times poorer","I`d help you if I weren`t poorer than you lol! I`m mexican living in .mx, which automatically makes me 13 times poorer",negative
99b95fe7fa,wants to go home and see Erin,wants to go home,positive
fd026198ea,i love his nose kisses,i love his nose kisses,positive
b9ede08deb,"Bumper Sticker: 'If you don`t want to stand up for our troops, feel free to stand in front of them' Thank you to all in the military",Thank you,positive
16400957cd, How in heckitty did I forget that one?,How in heckitty did I forget that one?,neutral
fe5515afaa,oh what a night love me some aces,love me,positive
ba706492c5,"*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?","*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?",neutral
0e77fb5e8d, just got Zion tweet,just got Zion tweet,neutral
af5137ae66," The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him  I think I will be Gambit","AWESOME,",positive
95593ecedb," Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",ish Go,positive
ba1a8153da," I`m game, too bad your leaving HI!",bad,negative
575735ea79,There`s a spider in my room. Save me...,There`s a spider in my room. Save me...,negative
c3e9d3f6a6," awesome, I`m glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer",glad,positive
ab0484a31a,my knee hurts!,my knee hurts!,negative
63328aeb58,My brother just woke me up to help him with his homework. I`m not happy,I`m not happy,negative
01ecf8487b,"I just want this whole day to hurry up,","I just want this whole day to hurry up,",neutral
9be60c1b72, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,problem,negative
984a1a9fac, lol well thank you,thank you,positive
37657102a8,"ok, i am finally starting to hit a draw, but now my short game has gone to ****!",****!,negative
1997f02c29, Happy Birthday!!!!!,Happy,positive
ce50a52d07, luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!?!?!?!!??!,luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!,neutral
c4ab28566e,Ship. I`m stuck.,Ship. I`m stuck.,negative
c8b25bc79f, Something like that!,Something like that!,neutral
20325c7e00,Cool. Cant wait for dustbin baby,Cool.,positive
6943d0f480,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral
1947667b00,I gotta do my assignments tomorrow  OMG mackillop has swine,OMG mackillop has swine,negative
759fa44191, You gave me the inspiration for my last update.,the inspiration,positive
0bf5ea2bcf,I just banged my elbow and its bleeding  owwiee,its bleeding  owwiee,negative
473841e6c4," no, but I will. It just seems such a cruel condition",cruel,negative
b800376ece,!  i called and called. I think you should answer more. haha,!  i called and called. I think you should answer more. haha,neutral
bb4ac6eb31,back to work.. with no distractions..,back to work.. with no distractions..,positive
12db5e8af2, LOL! Thanks for showing me `s site. I won`t tell hubby if you won`t.,LOL! Thanks for showing me `s site. I won`t tell hubby if you won`t.,neutral
d272de9049,@_Esme_Cullen_  I`m taking a million songs from your blip.fm station thing. Sorry,I`m taking a million songs from your blip.fm station thing. Sorry,negative
de551d1d2c, nope! not comin up 2nite gurl!,nope!,negative
d6086d0086," i saw this 6 week diet that was no sugar, no rice, no wheat, no potatoes, as much protein as you want. So i just did no sugar.","i saw this 6 week diet that was no sugar, no rice, no wheat, no potatoes, as much protein as you want. So i just did no sugar.",neutral
78717dbb3c,wants New Moon.  AHH Im going crazy.,AHH Im going crazy.,negative
b94c7eeaf4,Comp. Mental Health wouldn`t take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  < ...,worth,positive
ff6caae485,darn it. I did it again.!  keep forgetting that darn 'D' for DM`s.....,darn it.,negative
c2323df5b4,: wait till the vacation ends! u shud be cycling a lot then!,: wait till the vacation ends! u shud be cycling a lot then!,neutral
16a6367f10,can`t sleep... havent finish my homework  **** IT !,**** IT !,negative
e7b7ee8acd, http://twitpic.com/4i3g6 - i love that game  xxxx,i love that game,positive
ab9a6b19b0,Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,busy,negative
73813d0f5a,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth,So excited!,positive
45e57df890," this is 5 hours late, but i never managaed to sleep properly. i think david tweeting me back earlier is the reason. ahaha","this is 5 hours late, but i never managaed to sleep properly. i think david tweeting me back earlier is the reason. ahaha",neutral
f828209cc9,Sometimes people never learn to shut up and stop talking ****,Sometimes people never learn to shut up and stop talking ****,negative
529ce1189c,sad   Miss my friends !,sad   Miss my friends,negative
39bb29b400, please wear glasses in your next video!  you look amazing in them.,you look amazing in them.,positive
ae2cc94b1c,"  It`s a pleasure , Will be wary of girlie marshmallows from now on lol  You might have saved my life .lol ;-)",It`s a pleasure,positive
333aede244,Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).,Great,positive
3dd678750f,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,Happy,positive
67d6f3c7c1,niggas got they eyes on me and i aint talkin bout da BM when i say i got 745 on me,niggas got they eyes on me and i aint talkin bout da BM when i say i got 745 on me,neutral
b8db2068c6,Is @ the pantry,Is @ the pantry,neutral
8eb111aa95,I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,I fought Jered to the death to avoid a wet willy..,negative
4c7fec11f6,"getting dressed to go to Granny`s,another day of now twitting","getting dressed to go to Granny`s,another day of now twitting",neutral
5921285888,watching my baby on snl !  baby you look greaaaaat ;),greaaaaat,positive
942ac68ba7,shower before doctor`s appointment,shower before doctor`s appointment,neutral
fea3c0ce76,_breannarose fuuuuuuck  idk if andy can get youuuu,fuuuuuuck  idk if andy can get youuuu,negative
6ea8a3e52d,3 years in 2 months!! hooorah! can`t wait!,can`t wait!,positive
b8c0104a41, i haven`t got a text back!  sod her i looks fabulous!,s fabulous,positive
9502f46624,is a college graduate,is a college graduate,neutral
5a9e4ad38a,I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,I so like,positive
39d72e4fc8, not impressed....! it might go away if you complain too much!  x,not impressed..,negative
45df0618c0,"_Efron 17 Again was amazing! I have seen it three times! It`s just hilarious, and you are fantastic!","Again was amazing! I have seen it three times! It`s just hilarious, and you are fantastic!",positive
892c702906," Yep, I tolerate nothing in the facebook group",tolerate nothing,negative
811ac4eeca,One lane stop and go trafffffffic suckssss! Almost to wwork thanks to **** miinnnesota roads,trafffffffic suckssss!,negative
7f7bd175fb," hey! negative on the primatech, this handle`s been on the tubes for a decade longer than heroes has",negative,negative
1c7a23148b, I could have bought a Vespa with the amount of money I just spent,I could have bought a Vespa with the amount of money I just spent,neutral
56c99b320d,Ugh 3 more hours,Ugh 3 more hours,neutral
78643fbfe9," ooo... No I believe they`ve all closed down, even the ones at the airport","ooo... No I believe they`ve all closed down, even the ones at the airport",neutral
0c57b47f8b, kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own,crisps,negative
d7b5f796b9,I HATE CANCER. I HATE IT I HATE IT I HATE IT.,I HATE CANCER. I HATE IT I HATE IT I HATE IT.,negative
4ca3acc003," yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@","pain,",negative
d237ef7b62,Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!,.oh man..,negative
e1dc15f28e,It does! Lol but i have none,Lol,positive
65473dec6e, No. I won`t be back until the 7th,No. I won`t be back until the 7th,neutral
98fe54bad4,The muse has me gripped firmly by the throat. Really enjoying my writing,Really enjoying,positive
a0439fdbc0, i`ll miss y`all back... give  my regards...,i`ll miss y`all back...,negative
9dd75c29e2, i DO THAT ALL THE TIME.. NO BIGGIE,i DO THAT ALL THE TIME.. NO BIGGIE,neutral
4d0b6f0a1d," That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he`s got a solo album comin` out too.","That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he`s got a solo album comin` out too.",neutral
e3d824d128, i`m watching CQC a brazilian humor program,i`m watching CQC a brazilian humor program,neutral
10fac7cfb1, nothing is going on here is guess,nothing is going on here is guess,neutral
89e54173a3, Good to know I`m not alone in my confusion,Good to know,positive
0672fcd061, i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral
7dc4339828,maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn`t resist),maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn`t resi,neutral
17e8450ef0,Tomorrow is house shopping...,Tomorrow is house shopping...,neutral
7f97386062, haha yeah it was,haha yeah it was,neutral
2145618884,It`s gonna suck being the only sober one tonight,It`s gonna suck being the only sober one tonight,negative
7dc450fe0c,Oh no... that bird is back,Oh no... that bird is back,negative
4bb762f1be, nope.. sliverlight is client a side tech,nope.. sliverlight is client a side tech,neutral
29aad98fb6, YES!! cant wait. hope these vip passes help since people already campin out hahah,hope,positive
0ef4aaff38,Watch Jay Leno tonite!!!  It`s his last day as the Tonite Show Host and  Late Nite Leader,Watch Jay Leno tonite!!!  It`s his last day as the Tonite Show Host and  Late Nite Leader,neutral
4c2d8a7e85," Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!!","Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!",positive
50f643da98, it was only announced in the last few days. Due to cancer I think,it was only announced in the last few days. Due to cancer I think,neutral
56e6bdbf61, it was fun  Ate at mas.Thanks!!  Good luck w/ ur showing tomorrow.,it was fun,negative
26862f97c8,"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?","Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral
c62f84fdc8,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,I have a real sleeping disorder,negative
de447999c8,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,neutral
b333707153,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,sad th,negative
1848ee74fe, -- yeahhh u wasnt thereeeeeeeeeee,-- yeahhh u wasnt thereeeeeeeeeee,neutral
291c7d1408,It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!,making me sad,negative
2cab9f3a6c,_Lovato Never been better thanks  what are you up to?,Never been better thanks,positive
545d3acace,sad day!!!!! Love you Maï¿½ (8 years ago!),sad day!!!!! Love you Maï¿½ (8 years ago!),neutral
32b4a2e2ae,"going crazy, the pain is unbearable..& i gotta wait till thursday!?","going crazy, the pain is unbearable..& i gotta wait till thursday!?",negative
dfcccb13ba,Happy moms day,Happy moms day,positive
4177a4f15e,still no pool key. wth. it`s even hot out today.,it`s even hot,negative
02ed69a6bd,___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p,___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p,neutral
df4b40b30e,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,mad,negative
2cf3bc60c1,okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:,okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:,neutral
31da2314f4, i couldn`t eat all my nuggets  finish them for me.,i couldn`t eat all my nuggets  finish them for me.,neutral
b2e18c4144,"Sad that our neighbors just cut down ALL the trees around their house! It looked so pretty before, and they seemed healthy.  Tragic.",Sad that our neighbors just cut down ALL the trees around their house!,negative
aea00d01f6, i`m not being mean,i`m not being mean,positive
68313d62e3,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,disappointed.,negative
86462cc997,No waterfront anymore   faccia luna and clarendon will have to do,No waterfront anymore,negative
6a9f4e8175,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,neutral
9e7f2ad135, oh! so this could well be your last post!,oh! so this could well be your last post!,neutral
67ae9cad7f,Cats: unimpressed by thunderstorm. Dog: wishes  would come home,Cats: unimpressed by thunderstorm. Dog: wishes  would come home,neutral
9bf917123f,May the 4th be with you. Happy Star Wars Day!   http://tinyurl.com/cjamjt #starwarsday #geek #dork #fb #awesome,Happy,positive
31bb070f00, pffftt! You know how I like to stay busy!  I`m Awesome (and sober...dang)! How are you??,!  I`m Awesome,positive
05a0e60f99, I`m sorry to hear that.,sorry,negative
c6cae646bc," sounds cool! Liverpool`s ace, especially if you like the beatles cos there`s museums and shops dedicated to them",sounds cool!,positive
9f5d475a25,_in I loved that movie! And I miss Raul Julia.,_in I loved that movie! And I miss Raul Julia.,neutral
6abd11b766," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.","It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral
c24d9b48e6,wishes all you moms a happy & blessed Mother`s Day!,wishes all you moms a happy & blessed Mother`s Day!,positive
eff1407630,dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,neutral
fd8467ba4c, I`m proud of You Solange.,I`m proud of You,positive
baaa649aaa, very impressed,very impressed,positive
fc272861ed,@ metro with achan,@ metro with achan,neutral
a3f639a5b9, Lol...I am greedy. I`m craving Coldstone again.,m greedy.,neutral
81e116b711, hope you had a FAB time!!! Just saw your twitpics ... Love that you wore THE dress. Great pic of D too,hope,positive
f7b3e70599, nope no love,no love,negative
3301f3ea67, i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend!,neutral
b1f6dde209, nice have fun....Although you cant not have fun lol,nice have fun....Although you cant not have fun lol,neutral
98b5fc480e,bahhhh.. cold weather is making my teeth hurt.,bahhhh.. cold weather is making my teeth hurt.,negative
083d99ca9c,goodnight!,goodnight!,neutral
b4a1194ebd, You`re a real ****. I`m gonna slap you in public.,You`re a real ****. I`m gonna slap you in public.,negative
af8106f972,http://twitpic.com/67jzp McFly concerts through the years [H]... Don`t have my `06 one though  :/,http://twitpic.com/67jzp McFly concerts through the years [H]... Don`t have my `06 one though  :/,neutral
53a461642e, Morning babe!  I plan on overdoing it today! lol Hope you do rest & put your feet up! xxxx,l Hope,positive
fa2654e730,Chilliin,Chilliin,positive
6163e18147," again, surely the uploading could wait until you got home?  I`m all about enjoying the party when you can.",t enjoying,positive
0643b10507, I have too much work to drink now.   but I do love afternoons in the pub.,I have too much work to drink now.   but I do love afternoons in the pub.,neutral
2a5fb4cc78,I miss the Air Canada Centre and Andy Frost...,I miss,negative
1536cd45f1,the tummy monster hates me,tummy monster hates me,negative
c1fbce4b2d, hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,neutral
08606f36d1, ironclad determination?,ironclad determination?,positive
b01bbad4dd,"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.","Happy Mother`s Day,",positive
3616a43c66," I know how you feel. My head is getting stuffier and stuffier, and it is not fun.",not fun.,negative
0758888b88, Feels good?  Now the hardest part will be to keep it empty every day. Or at least several times a week.,Feels good?  Now the hardest part will be to keep it empty every day. Or at least several times a week.,neutral
bdf92841b5,Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.,It was really good. The animation was excellent and the creativity was inspirational.,positive
8195593a93, FOR REAL!  Isn`**** exciting!!!!,Isn`**** exciting,positive
8c05bfedf0,I sunburnt through factor 30,I sunburnt through factor 30,negative
9006dda75f, i looooove me some star trek. runs in the family,looooove,positive
e697654ad5,saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,dead bird,negative
a44666f258,Ugh feeling sick to my stomach and I have five more hours of work to go,sick,negative
93a1f2327a,"_xD Si  pero parece que las personas de facebook no estan de acuerdo  (that was probably all wrong, but I tried...)",I tried,negative
84159591be,So off work about to do what I don`t know I`m exhausted,I`m exhausted,negative
69ad6e1c66,_trip I bet he didn`t fall asleep till like this morning  sorries.,I bet he didn`t fall asleep till like this morning  sorries.,negative
e5c4d35c56,Must. get. up.,Must. get. up.,neutral
2ecf90d8c1,"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",sukked,negative
dc15fb15b2, i need a job that can pay off all my hospital bills. i have been very sick lately.,i need a job that can pay off all my hospital bills. i have been very sick lately.,negative
dca698f0d9, We wasnt invited to yall get togethers either! Then  and  was playin security and told us to be quiet!!,We wasnt invited to yall get togethers either! Then  and  was playin security and told us to be quiet!!,negative
36db759cb5,_grl love your new profile pic,love your new profile pic,positive
24bef2a55f, awesome RONIN121,awesome,positive
78cab2393f,  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx,yes really if it is that time of day again.,neutral
b1219686d6,Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.,not going to be fun,negative
d02d2e4f18,tomorrow will be my last day in work.. how sad.. bye Ange,how sad.. bye Ange,negative
3113132bb5, thanks  lyxxx,thanks,positive
905ae17f24, I walk to & from work...about 25 mins...think that makes it worse   Improves once indoors tho.,I walk to & from work...about 25 mins...think that makes it worse   Improves once indoors tho.,neutral
8ef0d09de9,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,negative
456497da03,DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,negative
40605ec546, dude i read that wrong! Haha well good good. Thanks.  but now I agree.,Thanks.,positive
480ba9027d, If only they weren`t in Shelby Twp,If only they weren`t in Shelby Twp,neutral
014a04504f, careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on,careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on,neutral
4a899dc71d,just got back from six flags  wicked fun. even tho i almost died!,just got back from six flags  wicked fun. even tho i almost died!,negative
49fdd28728, I figured you`d be bouncing about it,I figured you`d be bouncing about it,neutral
b81843deeb, I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,win.,positive
553aac5c32, aww im sorry im home now hope your ok  i love ya wifey <3 ****,aww im sorry,negative
00111ea2bb, my music collection will be coming up to 250gb soon.  haha,my music collection will be coming up to 250gb soon.  haha,neutral
ad8097af47,all my worms either escaped or died  bums!,all my worms either escaped or died  bums!,neutral
85257b9c96, I still have a lot of time on my stupid contract...  18 months before I can change providers,stupid,negative
258f37341e,"okay, i`m out for a while  back later!","okay, i`m out for a while  back later!",neutral
c2d9c70831,I caaaaan`t sleep.....it`s 3.30am! wahhhh... i wanna cry,cry,negative
92388e5ae1,so busy already,so busy already,neutral
42b5e490d8,were you born in a barn? would you like some hay? 8-)(8) youtube the mother song,were you born in a barn? would you like some hay? 8-)(8) youtube the mother song,neutral
5bb9323431,working my **** off and I am completely happy,completely happy,positive
dac0a43072,On my way to CP.. Got some work there.,On my way to CP.. Got some work there.,neutral
948a4112c4, Love that book! My VW I`m about to turn in is named Scout.,Love that book!,positive
28f354fce1,Music soothes the soul...,Music soothes the soul...,positive
847bd8d279,Good Morning!  ? http://blip.fm/~5jnl7,Good Morning!,positive
b720c14b5b," thanks clair, I haven`t watched it yet.","thanks clair,",positive
448813cc8f,being at work while sick blows! kill me. i feel like ****,i feel like ****,negative
0ae07bff82,God **** you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,God **** you Twitter!!!,negative
78d488824a," Hey girl, yeah I did..thanks a bunch!! I haven`t started downloading them yet...I totally owe you.",.I totally owe you.,positive
20ead9e017," Fine thanks, not long now till Christmas....I`m excited",excited,positive
8df1edcdd3,"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me","GoodMorning. My Father`s going balistic,",neutral
43702eeca8, lmao I need a shopping partner today.,lmao,positive
4213f65406,missing someonee...,missing,negative
9260a62221, very cute and pretty,very cute and pretty,positive
7540b1d817,I think I lost all of my blog posts,I think I lost all of my blog posts,negative
01879ae972,Swiped the last package of fruit snacks! Hell yeah. Finished Catch-22. What shall I read next?!? I`m such a nerd,nerd,negative
6b018d3d2d, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,Awesome.,positive
0aaf4fbf71,Ill in bed my stomach is killing me,Ill in bed my stomach is killing me,negative
efeb7a4614,  whenever you are mama!  Let`s do it,whenever you are mama!  Let`s do it,positive
89bc78891e,"You know... time was, you could look at a Web page`s source code and figure out how it worked. Now it takes a lot more effort.","You know... time was, you could look at a Web page`s source code and figure out how it worked. Now it takes a lot more effort.",neutral
211346934b," What up Lisa, sorta quiet... I`m USA, so gonna crash soon.","What up Lisa, sorta quiet... I`m USA, so gonna crash soon.",neutral
08409371f8, She must be a were-Wookiee then,She must be a were-Wookiee then,neutral
4019f1f975,Downtown drinking celebrating the cavs victory!!!,Downtown drinking celebrating the cavs victory!!!,positive
780cd78607,has just arrived in Singapore.,has just arrived in Singapore.,neutral
444162bc2a,@__sugar oh no  i am always here ;) <3,oh no  i am always here,neutral
